,P,Exp P,Log P,Log Exp P
2820294,0.00489,0.0031297182317242267,2.311,2.504
2403489,0.004893,0.003131394412353613,2.31,2.504
4928854,0.0049,0.0031369431482302017,2.31,2.503
11409871,0.004904,0.0031398909141646396,2.309,2.503
786123,0.00491,0.0031441680647361766,2.309,2.502
10048721,0.004915,0.0031466534360142322,2.308,2.502
12702786,0.004922,0.0031513929812421516,2.308,2.501
8682303,0.004927,0.003154167349180446,2.307,2.501
13037032,0.004933,0.003158675697080174,2.307,2.5
8619623,0.004938,0.00316168126234666,2.306,2.5
4616271,0.004944,0.003165958412918197,2.306,2.499
2658573,0.004949,0.0031693107741769693,2.305,2.499
8541656,0.004953,0.0031732411287562195,2.305,2.498
6840088,0.004961,0.003178269670644378,2.304,2.498
11793061,0.004964,0.00318058164392629,2.304,2.497
7499878,0.004972,0.003186072580470831,2.303,2.497
4563650,0.004974,0.003187922159096361,2.303,2.496
2899415,0.004984,0.0031952048749343833,2.302,2.496
7632030,0.004984,0.0031952626742664312,2.302,2.495
116944,0.004995,0.003202256393444215,2.301,2.495
14012690,0.004995,0.0032026031894365017,2.301,2.494
12645953,0.005006,0.00321000150393862,2.301,2.493
3082225,0.005007,0.0032100593032706676,2.3,2.493
13637099,0.005016,0.003217399818440738,2.3,2.492
1696715,0.005018,0.0032183824070855507,2.299,2.492
14436824,0.005028,0.0032247981329428565,2.299,2.491
1187082,0.00503,0.003226127517579956,2.298,2.491
15146526,0.005039,0.0032322542467770224,2.298,2.49
10358200,0.005041,0.003233583631414122,2.297,2.49
967050,0.00505,0.0032397103606111887,2.297,2.489
2433847,0.005053,0.003241328741908527,2.296,2.489
3853460,0.005062,0.0032471664744453546,2.296,2.488
12606990,0.005065,0.0032485536584145017,2.295,2.488
11251848,0.005074,0.003254622588279521,2.295,2.487
17259548,0.005076,0.00325595197291662,2.294,2.487
1440842,0.005085,0.003262136501445735,2.294,2.486
7986994,0.005088,0.003264910869384029,2.293,2.486
4848111,0.005097,0.0032696504146119488,2.293,2.485
1040142,0.0051,0.00327144219390543,2.292,2.485
15927999,0.005108,0.00327722212711021,2.292,2.484
15043419,0.005111,0.00327907170573574,2.291,2.484
8472265,0.00512,0.003284736040276424,2.291,2.483
1149709,0.005123,0.00328589202691738,2.29,2.483
13970215,0.005132,0.003292307752774686,2.29,2.482
2977588,0.005135,0.003294504127392502,2.289,2.482
1129690,0.005143,0.003299937264604995,2.289,2.481
4134911,0.005147,0.003302018040558716,2.288,2.481
12057469,0.005155,0.003307508977103257,2.288,2.48
3866514,0.005159,0.0033097053517210733,2.287,2.48
9985742,0.005167,0.0033151384889335664,2.287,2.479
2603672,0.005171,0.0033173348635513827,2.286,2.479
7301344,0.005179,0.0033227680007638758,2.286,2.478
5251797,0.005183,0.003324733178053501,2.285,2.478
5756798,0.00519,0.003330455311926233,2.285,2.477
8895851,0.005194,0.003333114081200432,2.284,2.477
4139284,0.005199,0.0033381426230885904,2.284,2.476
15690673,0.005206,0.0033427087703203667,2.283,2.476
980252,0.00521,0.0033458299342509477,2.283,2.475
12866843,0.005218,0.0033499914861583892,2.282,2.475
1191437,0.005222,0.003353517245413305,2.282,2.474
11616034,0.00523,0.0033587769846296547,2.281,2.474
7712794,0.005232,0.0033612623559077103,2.281,2.473
14966099,0.005243,0.0033686606704098287,2.28,2.473
6327226,0.005243,0.003369007466402115,2.28,2.472
4992416,0.005255,0.0033767525768965204,2.279,2.472
575049,0.005255,0.0033768103762285683,2.279,2.471
10048881,0.005265,0.003384555486722973,2.279,2.47
740508,0.005267,0.0033850756807114035,2.278,2.47
15848714,0.005278,0.003392358396549426,2.278,2.469
11964188,0.005279,0.003392473995213522,2.277,2.469
7826337,0.00529,0.0034002191057079267,2.277,2.468
7901405,0.005291,0.003400797099028405,2.276,2.468
14721539,0.005302,0.0034080220155343795,2.276,2.467
9272158,0.005303,0.0034084266108587143,2.275,2.467
2113435,0.005313,0.0034158827246928802,2.275,2.466
17201360,0.005315,0.003416923112669741,2.274,2.466
3845310,0.005325,0.003423743433851381,2.274,2.465
8255858,0.005328,0.0034255930124769108,2.273,2.465
16123548,0.005337,0.0034316619423419297,2.273,2.464
9516158,0.00534,0.0034329913269790287,2.272,2.464
16716005,0.005351,0.003439580450832478,2.272,2.463
8835138,0.005352,0.003440389641481147,2.271,2.463
5129608,0.005363,0.0034474989593230266,2.271,2.462
4562460,0.005365,0.0034488283439601257,2.27,2.462
9409906,0.005374,0.003455417467813575,2.27,2.461
11165036,0.005377,0.0034573826451032,2.269,2.461
120302,0.005386,0.003463393775636171,2.269,2.46
16699161,0.005389,0.00346605254491037,2.268,2.46
6696170,0.005397,0.0034713700834587673,2.268,2.459
15363271,0.005402,0.0034744912473893487,2.267,2.459
5864974,0.005409,0.0034794041906134115,2.267,2.458
2228466,0.005414,0.0034822941572158015,2.266,2.458
9547665,0.005421,0.0034874382977680557,2.266,2.457
9639222,0.005427,0.003491368652347306,2.265,2.457
10479678,0.005434,0.0034954724049227,2.265,2.456
15843476,0.005439,0.0034993449601699025,2.264,2.456
2404658,0.005445,0.0035035065120773436,2.264,2.455
16457376,0.005452,0.003507436866656594,2.263,2.455
8301974,0.005458,0.0035115984185640358,2.263,2.454
7183559,0.005464,0.0035153553751471425,2.262,2.454
12530219,0.005471,0.0035196903250507275,2.262,2.453
2801168,0.005477,0.0035233894823017867,2.261,2.453
11190276,0.005482,0.0035277822315374196,2.261,2.452
8638245,0.00549,0.0035329263720896738,2.26,2.452
1683556,0.005494,0.0035359319373561592,2.26,2.451
13661144,0.005502,0.0035418274692250347,2.259,2.451
11877257,0.005505,0.003544081643174899,2.259,2.45
3292789,0.005515,0.0035500349743758223,2.258,2.45
3943407,0.005519,0.0035522313489936386,2.258,2.449
3636325,0.005528,0.0035579534828663706,2.257,2.449
846567,0.005531,0.003560438854144426,2.257,2.448
10744263,0.00554,0.0035668545800017315,2.256,2.448
6625103,0.005542,0.0035686463592952133,2.256,2.447
2662865,0.005553,0.003575755677137093,2.255,2.447
9398687,0.005554,0.003576853864446001,2.255,2.446
8163996,0.005566,0.003584309978280167,2.254,2.446
14715878,0.005566,0.003585119168928836,2.254,2.445
3307422,0.005579,0.0035931532760834803,2.253,2.445
10466856,0.005579,0.0035933844734116717,2.253,2.444
1835978,0.00559,0.003601649777894507,2.253,2.443
451290,0.005592,0.0036022855705470326,2.252,2.443
4664937,0.005604,0.00360997288170939,2.252,2.442
15788122,0.005605,0.003610724273026011,2.251,2.442
3472858,0.005614,0.003618295985524273,2.251,2.441
14354701,0.005617,0.0036202033634818503,2.25,2.441
5487176,0.005626,0.003626619089339156,2.25,2.44
14743361,0.00563,0.003628642065960829,2.249,2.44
6024412,0.005637,0.0036349999924860867,2.249,2.439
10329394,0.005643,0.003638814748401242,2.248,2.439
11848025,0.00565,0.0036433808956330177,2.248,2.438
10597858,0.005656,0.0036469644542199814,2.247,2.438
1607578,0.005664,0.0036517617987799488,2.247,2.437
1986454,0.005669,0.0036546517653823388,2.246,2.437
10324544,0.005676,0.0036602005012589273,2.246,2.436
12626944,0.005682,0.0036641308558381775,2.245,2.436
13805088,0.005688,0.003668639203737906,2.245,2.435
5273166,0.005696,0.003673725544958112,2.244,2.435
11428073,0.0057,0.0036770779062168845,2.244,2.434
13369211,0.005709,0.003683551431406238,2.243,2.434
6826406,0.005711,0.003685574408027911,2.243,2.433
16551843,0.005722,0.0036925681272056946,2.242,2.433
11407574,0.005723,0.0036940709098389375,2.242,2.432
7878084,0.005735,0.0037015270236731034,2.241,2.432
15387600,0.005736,0.003702567411649964,2.241,2.431
702149,0.005748,0.0037106015188046082,2.24,2.431
4985036,0.005749,0.003711121712793038,2.24,2.43
11221614,0.005761,0.0037196760139361126,2.24,2.429
13790895,0.005762,0.003719849411932256,2.239,2.429
6326146,0.005775,0.0037280569170830436,2.238,2.429
1719273,0.005775,0.0037282303150791866,2.238,2.428
2504753,0.005788,0.0037364378202299742,2.237,2.428
15432086,0.005788,0.003736842415554309,2.237,2.427
13131884,0.005801,0.003744645325380762,2.236,2.427
2419114,0.005802,0.003745454516029431,2.236,2.426
6031469,0.005813,0.003754066616504553,2.236,2.425
8252244,0.005815,0.0037551070044814132,2.235,2.425
16202318,0.005827,0.003762736516311723,2.235,2.424
14063640,0.005828,0.0037631411116360574,2.234,2.424
1268666,0.005839,0.003771406416118893,2.234,2.423
7283157,0.005842,0.003773082596748279,2.233,2.423
15191601,0.005852,0.0037800763159260625,2.233,2.422
11259555,0.005855,0.0037821570918797833,2.232,2.422
14407468,0.005864,0.0037888040150652804,2.232,2.421
12569775,0.005869,0.003791809580331766,2.231,2.421
14560699,0.005875,0.003797531714204498,2.231,2.42
6407951,0.005882,0.0038025602560926566,2.23,2.42
1429385,0.005888,0.0038063172126757633,2.23,2.419
8893360,0.005896,0.0038118081492203044,2.229,2.419
6571136,0.005899,0.0038151027111470288,2.229,2.418
15567045,0.005909,0.0038218652329966214,2.228,2.418
7206029,0.005911,0.003823888209618294,2.228,2.417
4902427,0.005923,0.003831228724788365,2.227,2.417
2678077,0.005925,0.0038326737080895596,2.227,2.416
2301990,0.005937,0.0038406500159121563,2.226,2.416
14702033,0.005938,0.003841517005892873,2.226,2.415
13333328,0.00595,0.003849840109707756,2.225,2.415
7008269,0.00595,0.0038503603036961864,2.225,2.414
8909046,0.005964,0.0038589724041713084,2.224,2.414
9728730,0.005964,0.0038592614008315473,2.224,2.413
3732466,0.005978,0.0038675845046464304,2.223,2.413
16732079,0.005979,0.0038681624979669087,2.223,2.412
13255267,0.005991,0.0038770635951022696,2.223,2.411
9595710,0.005992,0.003877236993098413,2.222,2.411
2624943,0.006004,0.0038860224915696785,2.222,2.41
8619222,0.006005,0.003886484886226061,2.221,2.41
14272930,0.006018,0.0038949813880370873,2.221,2.409
9898944,0.006019,0.0038953859833614217,2.22,2.409
4438466,0.00603,0.003903940284504496,2.22,2.408
8709947,0.006033,0.0039061944584543604,2.219,2.408
8048038,0.006042,0.003912956980303953,2.219,2.407
6820030,0.006047,0.003916887334883203,2.218,2.407
4903546,0.006054,0.00392197367610341,2.218,2.406
1744362,0.006061,0.0039259040306826596,2.217,2.406
12420222,0.006068,0.003930990371902866,2.217,2.405
13977301,0.006075,0.003936018913791025,2.216,2.405
2095692,0.00608,0.003940064867034371,2.216,2.404
7054856,0.006089,0.00394636499422758,2.215,2.404
6531876,0.006092,0.003949139362165875,2.215,2.403
15201944,0.006103,0.003956826673328233,2.214,2.403
11265202,0.006105,0.003958271656629427,2.214,2.402
16505461,0.006117,0.0039661901651199755,2.213,2.402
9207910,0.006118,0.003967346151760932,2.213,2.401
8077991,0.006131,0.003975958252236054,2.212,2.401
13316728,0.006132,0.003976536245556532,2.212,2.4
692106,0.006145,0.0039832409680740765,2.211,2.4
1224960,0.006148,0.003985668540020084,2.211,2.399
2234047,0.006159,0.0039917952692171505,2.21,2.399
12671339,0.006164,0.003994858633815684,2.21,2.398
10537405,0.006174,0.00400127435967299,2.209,2.398
16832543,0.006178,0.004004106526943332,2.209,2.397
1661890,0.006188,0.004010522252800638,2.208,2.397
13776692,0.006191,0.004013296620738932,2.208,2.396
8458321,0.006202,0.004019596747932142,2.207,2.396
14838965,0.006206,0.00402254451386658,2.207,2.395
1850316,0.006216,0.004030000627700746,2.206,2.395
15885152,0.006219,0.0040318502063262755,2.206,2.394
4125879,0.006231,0.004040057711477063,2.205,2.394
8379774,0.006232,0.004041155898785971,2.205,2.393
16174665,0.006245,0.004050403791913619,2.204,2.393
8898729,0.006245,0.004050461591245667,2.204,2.392
5068841,0.006256,0.004059767283705363,2.204,2.391
14055556,0.006259,0.004061559062998844,2.203,2.391
12312408,0.00627,0.004069130775497106,2.203,2.39
1329727,0.006274,0.0040716739461072095,2.202,2.39
6190394,0.006283,0.004078552066620897,2.202,2.389
9707181,0.006288,0.004081846628547622,2.201,2.389
13177032,0.006295,0.004087915558412641,2.201,2.388
954694,0.006303,0.004093522093621277,2.2,2.388
4594188,0.006307,0.004097336849536432,2.2,2.387
5075421,0.006317,0.004103925973389881,2.199,2.387
7403846,0.006321,0.004106815939992271,2.199,2.386
12927902,0.006332,0.00411421425449439,2.198,2.386
15301696,0.006334,0.004116237231116062,2.198,2.385
16257210,0.006346,0.004124329137602754,2.197,2.385
6418235,0.006348,0.004125774120903949,2.197,2.384
3052407,0.006361,0.004132710040749685,2.196,2.384
6167516,0.006364,0.004135253211359788,2.196,2.383
11543925,0.006376,0.004142767124526002,2.195,2.383
7458234,0.006377,0.004144790101147675,2.195,2.382
3690275,0.006389,0.004154326990935562,2.195,2.381
8557788,0.00639,0.004155193980916279,2.194,2.381
5975936,0.006403,0.004163921680055496,2.194,2.38
745693,0.006405,0.004165308864024644,2.193,2.38
14947783,0.006416,0.004173516369175431,2.193,2.379
16504686,0.00642,0.004176579733773965,2.192,2.379
14586631,0.00643,0.004183168857627414,2.192,2.378
2778440,0.006435,0.004186116623561852,2.191,2.378
7659904,0.006442,0.004192763546747348,2.191,2.377
3470922,0.00645,0.00419744529264322,2.19,2.377
12286461,0.006458,0.004202473834531379,2.19,2.376
15967419,0.006464,0.00420715558042725,2.189,2.376
8801712,0.006471,0.0042121263229833615,2.189,2.375
1719,0.006479,0.00421767505885995,2.188,2.375
1549575,0.006484,0.004221836610767391,2.188,2.374
15428365,0.006494,0.004228656931949032,2.187,2.374
7137522,0.006498,0.00423160469788347,2.187,2.373
13668615,0.006509,0.004238771815057396,2.186,2.373
16625813,0.006512,0.004241314985667499,2.186,2.372
14548639,0.006524,0.004250273882134908,2.185,2.372
9338170,0.006525,0.004251140872115626,2.185,2.371
10668007,0.006539,0.004260504363907369,2.184,2.371
9002246,0.006539,0.0042609089592317035,2.184,2.37
14975434,0.006551,0.004270734845679829,2.184,2.369
12805447,0.006554,0.004272526624973311,2.183,2.369
12288822,0.006566,0.004280560732127956,2.183,2.368
5728418,0.00657,0.004282583708749628,2.182,2.368
10635409,0.006581,0.004290444417908129,2.182,2.367
133955,0.006585,0.004292871989854136,2.181,2.367
12769726,0.006594,0.004300328103688303,2.181,2.366
10095521,0.0066,0.004304258458267553,2.18,2.366
12814117,0.006609,0.004310269588800524,2.18,2.365
12575577,0.006615,0.004314604538704109,2.179,2.365
15438215,0.006622,0.004320211073912746,2.179,2.364
10635311,0.00663,0.004325702010457286,2.178,2.364
10635325,0.006635,0.004330152559024967,2.178,2.363
10618812,0.006646,0.004336857281542512,2.177,2.363
15409617,0.006652,0.004340151843469236,2.177,2.362
10883920,0.006661,0.004346798766654733,2.176,2.362
11477685,0.006665,0.004350151127913505,2.176,2.361
3331994,0.006676,0.004355757663122142,2.175,2.361
3391665,0.006681,0.004360150412357775,2.175,2.36
1957586,0.006692,0.004366334940886889,2.174,2.36
17047841,0.006698,0.004370207496134091,2.174,2.359
515285,0.006707,0.004376623221991397,2.173,2.359
2052470,0.006711,0.004380264579910409,2.173,2.358
8098575,0.006723,0.00438916567704577,2.172,2.358
15588017,0.006725,0.004390379463018773,2.172,2.357
4157868,0.006738,0.0043988759648298,2.171,2.357
3952158,0.006739,0.004400494346127139,2.171,2.356
10195018,0.006754,0.004409048647270213,2.17,2.356
16169950,0.006755,0.004410667028567551,2.17,2.355
2867778,0.006769,0.004420666313011821,2.169,2.355
6283812,0.006769,0.004420839711007964,2.169,2.354
10635427,0.006783,0.004431012393448376,2.169,2.353
6213332,0.006785,0.00443170598543295,2.168,2.353
5710990,0.006795,0.0044412428752208365,2.168,2.352
7877441,0.0068,0.0044441328418232265,2.167,2.352
4157902,0.00681,0.004451473356993297,2.167,2.351
1094705,0.006816,0.004455056915580261,2.166,2.351
13602875,0.006824,0.004461703838765757,2.166,2.35
13646561,0.006832,0.004467425972638489,2.165,2.35
8097845,0.006838,0.004471992119870266,2.165,2.349
16216118,0.006847,0.0044786390430557625,2.164,2.349
7978213,0.006852,0.004482338200306822,2.164,2.348
6326561,0.006863,0.0044898521134730356,2.163,2.348
2869794,0.006867,0.0044926264814113305,2.163,2.347
16501111,0.006879,0.00450077618723007,2.162,2.347
11564116,0.006882,0.004503030361179934,2.162,2.346
16386369,0.006895,0.004511584662323008,2.161,2.346
11862409,0.006897,0.00451337644161649,2.161,2.345
4209951,0.006911,0.004523202328064616,2.16,2.345
9613845,0.006911,0.004523780321385094,2.16,2.344
5788155,0.006926,0.004534242000485746,2.16,2.343
8709897,0.006927,0.004534762194474176,2.159,2.343
14016225,0.006942,0.004544645880254349,2.159,2.342
11111040,0.006943,0.004545108274910732,2.158,2.342
5922096,0.006957,0.004555165358687049,2.158,2.341
2412596,0.006959,0.004556379144660052,2.157,2.341
13154879,0.006971,0.0045656270377877,2.157,2.34
4445379,0.006975,0.004567939011069612,2.156,2.34
5348822,0.006986,0.004576204315552447,2.156,2.339
11486035,0.006991,0.004579672275475316,2.155,2.339
2147805,0.007001,0.004586723793985148,2.155,2.338
14539435,0.007007,0.004591347740548971,2.154,2.338
724722,0.007017,0.004597301071749894,2.154,2.337
9926043,0.007023,0.004601925018313718,2.153,2.337
1175488,0.007032,0.004607878349514641,2.153,2.336
1072756,0.007039,0.0046130224900668955,2.152,2.336
13379951,0.007047,0.004618513426611437,2.152,2.335
5657257,0.007056,0.004624004363155978,2.151,2.335
12977816,0.007063,0.004629148503708232,2.151,2.334
2337905,0.007072,0.00463498623624506,2.15,2.334
15048764,0.007079,0.004639841380137074,2.15,2.333
10691059,0.007088,0.00464654610265462,2.149,2.333
16392390,0.007092,0.004650534256565917,2.149,2.332
11080790,0.007104,0.004658510564388514,2.148,2.332
15298335,0.007107,0.004661227132994761,2.148,2.331
46886,0.007121,0.004671631012763364,2.147,2.331
9118884,0.007121,0.004671977808755651,2.147,2.33
4814573,0.007137,0.004682670685184494,2.146,2.33
15409783,0.007137,0.004682786283848589,2.146,2.329
9643213,0.007151,0.00469353695960948,2.146,2.328
7195991,0.007154,0.0046957333342272966,2.145,2.328
4353534,0.007167,0.0047044032340344665,2.145,2.327
1433577,0.00717,0.004706079414663852,2.144,2.327
12407070,0.007183,0.004715211709127405,2.144,2.326
3030915,0.007187,0.004718159475061843,2.143,2.326
14341072,0.007197,0.004726077983552391,2.143,2.325
12696737,0.007203,0.004729372545479116,2.142,2.325
5538017,0.007212,0.004737002057309425,2.142,2.324
15445862,0.00722,0.0047428975891783,2.141,2.324
13874558,0.007227,0.004747926131066459,2.141,2.323
12063775,0.007237,0.004753821662935334,2.14,2.323
12108156,0.007243,0.004758850204823493,2.14,2.322
8389753,0.007253,0.004764630138028273,2.139,2.322
2234156,0.007261,0.004769832077912575,2.139,2.321
15306177,0.00727,0.0047761900044378325,2.138,2.321
8806300,0.007277,0.004780813951001657,2.138,2.32
8379340,0.007287,0.0047875186735192015,2.137,2.32
11315545,0.007293,0.004791853623422786,2.137,2.319
8054017,0.007303,0.004798673944604427,2.136,2.319
2835020,0.007309,0.004802893295843916,2.136,2.318
10263360,0.00732,0.004810233811013987,2.135,2.318
5189604,0.007324,0.004813932968265045,2.135,2.317
1759016,0.007337,0.004821042286106925,2.134,2.317
5264350,0.007342,0.004825030440018223,2.134,2.316
3779458,0.007354,0.0048333535438331065,2.133,2.316
12447079,0.007358,0.0048361857111034485,2.133,2.315
10479561,0.007371,0.0048452024069029044,2.132,2.315
6868541,0.007374,0.004847340982188674,2.132,2.314
6226036,0.007388,0.004856588875316321,2.131,2.314
3593367,0.007391,0.004858496253273899,2.131,2.313
16347605,0.007405,0.004869304728366837,2.13,2.313
14414645,0.007405,0.004869709323691172,2.13,2.312
9642301,0.007422,0.004880864594776397,2.129,2.312
3837311,0.007422,0.004880922394108445,2.129,2.311
9399059,0.007438,0.004892193263857766,2.129,2.31
14823307,0.007439,0.004892251063189813,2.128,2.31
13787856,0.007456,0.004903406334275039,2.127,2.31
9693398,0.007456,0.004903464133607086,2.127,2.309
13977029,0.007473,0.004914735003356407,2.127,2.308
17027832,0.007474,0.004915312996676885,2.126,2.308
1469988,0.007488,0.004926063672437776,2.126,2.307
12420956,0.007491,0.0049279132510633055,2.125,2.307
7552362,0.007505,0.004937450140851192,2.125,2.306
8107176,0.007508,0.004938606127492149,2.124,2.306
15635818,0.007522,0.004948836609264609,2.124,2.305
12010588,0.007525,0.004950570589226043,2.123,2.305
2951888,0.007536,0.004960223077678025,2.123,2.304
6867196,0.007543,0.0049652516195661835,2.122,2.304
8731867,0.007552,0.004971667345423489,2.122,2.303
4817223,0.00756,0.00497611789399117,2.121,2.303
8224769,0.00757,0.004983111613168953,2.121,2.302
9353757,0.007578,0.004987735559732778,2.12,2.302
16260598,0.007589,0.004994613680246465,2.12,2.301
822715,0.007595,0.004998659633489812,2.119,2.301
4822964,0.007605,0.005006115747323977,2.119,2.3
10616229,0.007613,0.0050108552925518975,2.118,2.3
10053141,0.007623,0.005017675613733537,2.118,2.299
14891501,0.00763,0.0050222995602973615,2.117,2.299
16607587,0.00764,0.005029235480143097,2.117,2.298
1244917,0.007648,0.005035015413347877,2.116,2.298
490449,0.007657,0.005040853145884705,2.116,2.297
3383796,0.007665,0.005045766089108768,2.115,2.297
2395671,0.007674,0.005052470811626313,2.115,2.296
7057725,0.007683,0.0050594067314720485,2.114,2.296
2767848,0.00769,0.00506408847736792,2.114,2.295
10220718,0.007701,0.00507223818318666,2.113,2.295
12222929,0.007706,0.005075763942441576,2.113,2.294
1446435,0.007718,0.00508379804959622,2.112,2.294
2473086,0.007723,0.005087497206847279,2.112,2.293
16612127,0.007736,0.005096051507990353,2.111,2.293
11114139,0.00774,0.005099230471252982,2.111,2.292
10691118,0.007754,0.005109114157033155,2.11,2.292
8578181,0.007757,0.0051109637356586855,2.11,2.291
14262474,0.007772,0.005122292404740054,2.109,2.291
17190713,0.007772,0.005122754799396436,2.109,2.29
9333698,0.00779,0.005134025669145757,2.108,2.29
16979047,0.00779,0.005134545863134187,2.108,2.289
12603980,0.007808,0.005144429548914361,2.107,2.289
4554107,0.00781,0.005146394726203986,2.107,2.288
884308,0.007826,0.005158127990609689,2.106,2.288
17245184,0.007826,0.005158243589273785,2.106,2.287
16559212,0.007844,0.005169976853679488,2.105,2.287
4371368,0.007844,0.005170150251675632,2.105,2.286
16484354,0.007862,0.005181767917417239,2.104,2.286
1525267,0.007862,0.005182056914077478,2.104,2.285
12829310,0.00788,0.005192807589838369,2.103,2.285
730359,0.007881,0.0051940213758113725,2.103,2.284
4689511,0.007898,0.005205176646896598,2.102,2.284
2392222,0.007898,0.005205985837545267,2.102,2.283
6367466,0.007913,0.005218008098611209,2.102,2.282
323457,0.007916,0.00522008887456493,2.101,2.282
14191047,0.007931,0.005230030359677151,2.101,2.281
5733499,0.007935,0.005232573530287255,2.1,2.281
8783422,0.007951,0.005242052620743094,2.1,2.28
11537551,0.007953,0.005243613202708384,2.099,2.28
12595764,0.007969,0.0052541326811410835,2.099,2.279
9557065,0.007971,0.005255173069117944,2.098,2.279
12072041,0.007986,0.005266270540871121,2.098,2.278
2206845,0.00799,0.0052683513168248425,2.097,2.278
540915,0.008004,0.005278408400601159,2.097,2.277
10302756,0.008008,0.005280835972547167,2.096,2.277
5050326,0.008022,0.005290546260331197,2.096,2.276
1386189,0.008027,0.005293551825597683,2.095,2.276
14322369,0.008038,0.0053027419193932826,2.095,2.275
12618056,0.008045,0.005307828260613489,2.094,2.275
16588119,0.008055,0.005314995377787416,2.094,2.274
14539663,0.008064,0.005320197317671718,2.093,2.274
9937347,0.008073,0.00532724883618155,2.093,2.273
14289602,0.008082,0.005332970970054282,2.092,2.273
13596812,0.008092,0.005339502294575683,2.092,2.272
3599379,0.008101,0.005345282227780463,2.091,2.272
10909757,0.00811,0.005351813552301864,2.091,2.271
1146250,0.008119,0.005357709084170739,2.09,2.271
15240014,0.008128,0.005364182609360093,2.09,2.27
9434466,0.008138,0.0053714075258660685,2.089,2.27
13684787,0.008144,0.005376551666418322,2.089,2.269
6544616,0.008157,0.005385105967561397,2.088,2.269
12645,0.008162,0.005388920723476551,2.088,2.268
12414812,0.008176,0.005399498001241299,2.087,2.268
15423400,0.008178,0.005401347579866828,2.087,2.267
6445244,0.008195,0.005412965245608436,2.086,2.267
14052234,0.008196,0.005413774436257105,2.086,2.266
9945812,0.008213,0.005424640710682091,2.085,2.266
2113472,0.008216,0.005426259091979429,2.085,2.265
3329307,0.008232,0.005436027179095508,2.084,2.265
16066303,0.008235,0.005438801547033802,2.084,2.264
15518488,0.008251,0.005450245814779266,2.083,2.264
5657489,0.008253,0.005451344002088175,2.083,2.263
9504585,0.00827,0.00546169008252473,2.082,2.263
12770538,0.008273,0.005463886457142546,2.082,2.262
933154,0.008289,0.005475908718208489,2.081,2.262
12171029,0.008289,0.005476486711528967,2.081,2.261
15747745,0.008307,0.005489086965915387,2.081,2.26
2346496,0.008309,0.0054900695545602,2.08,2.26
14335662,0.008324,0.005501745019633855,2.08,2.259
6326105,0.008328,0.005503883594919623,2.079,2.259
12400998,0.008344,0.005514460872684371,2.079,2.258
5414849,0.008347,0.005515443461329183,2.078,2.258
16494058,0.008364,0.005527176725734887,2.078,2.257
5487108,0.008366,0.005528274913043795,2.077,2.257
13875425,0.008382,0.005539892578785403,2.077,2.256
5795298,0.008385,0.005542146752735267,2.076,2.256
10984012,0.008399,0.005552666231167966,2.076,2.255
3991057,0.008405,0.00555729017773179,2.075,2.255
16510120,0.008416,0.005565497682882578,2.075,2.254
6440937,0.008424,0.005571104218091214,2.074,2.254
7595294,0.008432,0.005578329134597189,2.074,2.253
8859154,0.008444,0.005586074245091594,2.073,2.253
11516614,0.008452,0.005591160586311801,2.073,2.252
14831763,0.008463,0.005599021295470301,2.072,2.252
386810,0.008469,0.005604049837358459,2.072,2.251
7523272,0.008483,0.005614106921134777,2.071,2.251
13119296,0.008486,0.005616996887737167,2.071,2.25
5621548,0.008502,0.00562740076750577,2.07,2.25
2613818,0.008505,0.005629943938115873,2.07,2.249
6911416,0.008522,0.005642023998513864,2.069,2.249
14332371,0.008523,0.005642890988494581,2.069,2.248
6167021,0.008541,0.005655838038873287,2.068,2.248
10140926,0.008541,0.005655895838205335,2.068,2.247
1187645,0.008559,0.005668958487248138,2.068,2.246
13724258,0.008561,0.005669652079232711,2.067,2.246
3905210,0.008579,0.005682021136290941,2.067,2.245
6264788,0.008581,0.0056834661195921355,2.066,2.245
2008765,0.008598,0.0056950837853337434,2.066,2.244
466645,0.008601,0.00569647096930289,2.065,2.244
16832424,0.008617,0.005708262033040641,2.065,2.243
8107881,0.00862,0.005709822615005932,2.064,2.243
6415191,0.008636,0.005721382481415491,2.064,2.242
2726399,0.00864,0.005723867852693547,2.063,2.242
4613329,0.008655,0.00573456072912239,2.063,2.241
12957990,0.00866,0.0057379130903811625,2.062,2.241
8076504,0.008673,0.005747796776161336,2.062,2.24
16150518,0.00868,0.005751669331408539,2.061,2.24
4872959,0.008696,0.005761032823200282,2.061,2.239
4894580,0.0087,0.005763113599154003,2.06,2.239
15936105,0.008716,0.005774326669571276,2.06,2.238
12948861,0.00872,0.005776869840181379,2.059,2.238
17028394,0.008736,0.005787620515942269,2.059,2.237
10901620,0.00874,0.005790741679872851,2.058,2.237
940250,0.008755,0.0058009721616453114,2.058,2.236
2021815,0.00876,0.0058036887302515576,2.057,2.236
12769804,0.008776,0.005814381606680401,2.057,2.235
3111284,0.008781,0.005817502770610982,2.056,2.235
1222659,0.008797,0.00582779105171549,2.056,2.234
4103415,0.008801,0.005830276422993545,2.055,2.234
2371629,0.008817,0.005841200496750579,2.055,2.233
10407917,0.008821,0.0058440326640209215,2.054,2.233
14942014,0.008834,0.005854667741117717,2.054,2.232
6779415,0.008841,0.005859060490353349,2.053,2.232
2473015,0.008855,0.005868134985484854,2.053,2.231
17276054,0.008862,0.005873047928708916,2.052,2.231
