,P,Exp P,Log P,Log Exp P
13444686,0.002568,0.0024225443939356103,2.59,2.616
4331881,0.002569,0.0024238332956061075,2.59,2.615
10980316,0.002574,0.0024275925921450575,2.589,2.615
3947558,0.002576,0.0024294185361782615,2.589,2.614
6709085,0.00258,0.0024332315369534822,2.588,2.614
7105936,0.002582,0.0024350574809866863,2.588,2.613
1001801,0.002586,0.002438870481761907,2.587,2.613
16367844,0.002587,0.0024406427215588407,2.587,2.612
16823204,0.002592,0.0024444020180977907,2.586,2.612
8647827,0.002594,0.0024462816663672654,2.586,2.611
4425704,0.002598,0.002449074286653343,2.585,2.611
17045748,0.002601,0.0024519206111756906,2.585,2.61
17940367,0.002604,0.0024534243297912703,2.584,2.61
5751822,0.002608,0.0024575595559841153,2.584,2.609
17045891,0.00261,0.0024590632745996955,2.583,2.609
8534805,0.002614,0.002463252205028811,2.583,2.608
8719637,0.002616,0.0024642725855179544,2.582,2.608
12676987,0.002621,0.002468891149837236,2.582,2.607
16041447,0.002622,0.0024693207837274017,2.581,2.607
18443317,0.002628,0.002473993052282954,2.58,2.607
3779702,0.002629,0.0024745837988819313,2.58,2.606
11618486,0.002634,0.0024789338420198592,2.579,2.606
15203136,0.002635,0.0024802764479266272,2.579,2.605
7419951,0.00264,0.0024843042656469308,2.578,2.605
2135143,0.002641,0.0024860228012075934,2.578,2.604
4707062,0.002646,0.0024899432104553555,2.577,2.604
1124535,0.002648,0.00249176915448856,2.577,2.603
1450250,0.002652,0.002495098817137344,2.576,2.603
17971887,0.002654,0.002497515507769526,2.576,2.602
8184876,0.002658,0.0025002007195830617,2.575,2.602
11636774,0.002662,0.0025032618610504923,2.575,2.601
14016974,0.002664,0.0025046044669572603,2.574,2.601
103833,0.002669,0.002509008214331459,2.574,2.6
16801427,0.00267,0.002509598960930437,2.573,2.6
7418869,0.002674,0.002514808271848696,2.573,2.599
5612259,0.002677,0.002517010145535795,2.572,2.599
15779103,0.00268,0.0025206083293659327,2.572,2.598
17125422,0.002683,0.0025233472454157394,2.571,2.598
14075351,0.002685,0.00252640838688317,2.571,2.597
1228224,0.002689,0.0025301139791858492,2.57,2.597
1088392,0.002691,0.0025322621486366776,2.57,2.596
2397258,0.002695,0.0025356992197580032,2.569,2.596
13854809,0.002697,0.002538062206153915,2.569,2.595
6499326,0.002701,0.002541015939148804,2.568,2.595
1038368,0.002704,0.0025439159679074225,2.568,2.594
18528576,0.002708,0.0025478363771551846,2.567,2.594
6551081,0.00271,0.00254976972966093,2.567,2.593
10148920,0.002714,0.0025528845753646314,2.566,2.593
9028221,0.002716,0.002555677195650709,2.566,2.592
1214553,0.00272,0.002558093886282891,2.565,2.592
514336,0.002722,0.002561584661640487,2.565,2.591
12490587,0.002726,0.00256405505650894,2.564,2.591
472547,0.002729,0.002567438423393995,2.564,2.59
4041182,0.002733,0.0025708754945153204,2.563,2.59
9269217,0.002736,0.0025733995936200443,2.563,2.589
3236224,0.002739,0.0025761385096698505,2.562,2.589
15260470,0.002743,0.0025793070596098226,2.562,2.588
14292619,0.002745,0.0025804885528077784,2.561,2.588
11619350,0.00275,0.0025852682298358716,2.561,2.587
4092759,0.002752,0.002586181201852474,2.56,2.587
9445840,0.002757,0.002591229400061921,2.56,2.586
8399209,0.002758,0.002591981259369711,2.559,2.586
8705904,0.002763,0.00259719057028797,2.559,2.585
2125848,0.002764,0.0025976739084144066,2.558,2.585
11326795,0.002771,0.0026030980362777485,2.557,2.585
12518612,0.002771,0.00260320544475029,2.557,2.584
5657297,0.002777,0.0026083610514322786,2.556,2.584
7334935,0.002777,0.0026091666149763394,2.556,2.583
12259452,0.002783,0.002613677770823079,2.555,2.583
15563998,0.002784,0.002615181489438659,2.555,2.582
10958481,0.00279,0.0026203908003569185,2.554,2.582
17820608,0.002791,0.0026212500681372496,2.554,2.581
6390263,0.002796,0.002625492702802636,2.553,2.581
16005400,0.002798,0.00262726494259957,2.553,2.58
960791,0.002803,0.002630970534902249,2.552,2.58
15148096,0.002806,0.0026333335212981603,2.552,2.579
13859594,0.002809,0.0026357502119303423,2.551,2.579
2498808,0.002813,0.002639402099996751,2.551,2.578
16435947,0.002816,0.0026409595228486017,2.55,2.578
10197308,0.002821,0.0026454706786953417,2.55,2.577
216562,0.002822,0.0026459540168217778,2.549,2.577
18283809,0.002828,0.002651592961630203,2.549,2.576
15842033,0.002829,0.0026522911167017223,2.548,2.576
13524909,0.002835,0.002657554131856252,2.547,2.576
4587841,0.002835,0.002657715244565064,2.547,2.575
4131603,0.002842,0.002662817147010782,2.546,2.575
2470609,0.002843,0.0026638375274999253,2.546,2.574
15236668,0.002848,0.0026682949791103946,2.545,2.574
16701759,0.002849,0.002669959810434787,2.545,2.573
3725142,0.002855,0.0026754913467706702,2.544,2.573
1564969,0.002855,0.002676135797605919,2.544,2.572
1168506,0.002861,0.0026813988127604486,2.543,2.572
4571812,0.002862,0.00268225808054078,2.543,2.571
11152110,0.002868,0.002687145166041415,2.542,2.571
10648625,0.002869,0.0026884877719481827,2.542,2.57
5020011,0.002875,0.002693374857448818,2.541,2.57
854171,0.002876,0.002694663759119315,2.541,2.569
4659932,0.002881,0.0026981545344769114,2.54,2.569
11839988,0.002883,0.0027008934505267177,2.54,2.568
10171239,0.002888,0.0027045453385931262,2.539,2.568
4815113,0.00289,0.0027071231419341204,2.539,2.567
153836,0.002895,0.0027105065088191753,2.538,2.567
16369616,0.002898,0.0027133528333415234,2.538,2.566
18152402,0.002901,0.002715823228209976,2.537,2.566
16473543,0.002905,0.002719582524748926,2.537,2.565
7566230,0.002908,0.0027219455111448373,2.536,2.565
7873432,0.002912,0.0027258659203925994,2.536,2.564
1386743,0.002915,0.0027286585406786764,2.535,2.564
1121447,0.002919,0.002732149316036273,2.535,2.563
10425913,0.002921,0.0027337604431243944,2.534,2.563
15202916,0.002925,0.0027384327116799466,2.534,2.562
8592378,0.002928,0.002740419768421963,2.533,2.562
2178875,0.002933,0.0027447698115598907,2.533,2.561
11554957,0.002935,0.0027464346428842826,2.532,2.561
7391902,0.002939,0.0027511069114398348,2.532,2.56
10488738,0.002942,0.002753255080890663,2.531,2.56
18086089,0.002947,0.002757444011319779,2.531,2.559
7417280,0.002948,0.0027578736452099446,2.53,2.559
12778066,0.002954,0.002763781111199723,2.53,2.558
4764313,0.002955,0.002763995928144806,2.529,2.558
3548476,0.002961,0.002770171915315938,2.529,2.557
11144766,0.002962,0.0027709774788599985,2.528,2.557
9864801,0.002967,0.002776562719432153,2.528,2.556
11151991,0.002969,0.0027775830999212966,2.527,2.556
14427852,0.002975,0.0027829535235483678,2.527,2.555
2127102,0.002976,0.002783275748965992,2.526,2.555
7142880,0.002981,0.0027893443276645826,2.526,2.554
7336208,0.002982,0.0027901498912086434,2.525,2.554
14084932,0.002987,0.002795788836017068,2.525,2.553
7009014,0.002989,0.0027973999631051897,2.524,2.553
8897753,0.002994,0.002802233344369554,2.524,2.552
7085274,0.002996,0.0028040055841664874,2.523,2.552
14216106,0.003002,0.0028086778527220396,2.523,2.551
11798040,0.003003,0.0028096982332111832,2.522,2.551
9809395,0.003009,0.002815176065310796,2.522,2.55
10125598,0.00301,0.002816089037327398,2.521,2.55
4632361,0.003017,0.0028210298270643034,2.52,2.55
459636,0.003017,0.002821674277899552,2.52,2.549
2593055,0.003024,0.0028279039693069547,2.519,2.549
597129,0.003024,0.0028281724904883083,2.519,2.548
11618703,0.00303,0.002834670703077065,2.519,2.547
12385943,0.003031,0.002835368858148584,2.518,2.547
7085309,0.003038,0.0028411152114295505,2.517,2.547
3133536,0.003038,0.002841222619902092,2.517,2.546
2387589,0.003045,0.0028472374943644117,2.516,2.546
531529,0.003045,0.002847774536727119,2.516,2.545
12202241,0.003052,0.0028536282984806265,2.515,2.545
12775429,0.003052,0.002854326453552146,2.515,2.544
1448285,0.003059,0.0028594820602341345,2.514,2.544
6970678,0.00306,0.0028609320746134435,2.514,2.543
4814549,0.003066,0.0028659802728228908,2.513,2.543
13879739,0.003067,0.0028674839914384705,2.513,2.542
11684966,0.003073,0.0028721562599940227,2.512,2.542
15704857,0.003074,0.0028740896124997686,2.512,2.541
12196429,0.00308,0.0028783322471651546,2.511,2.541
8066346,0.003082,0.002880748937797337,2.511,2.54
5228453,0.003087,0.002885152685171535,2.51,2.54
18096764,0.003089,0.0028873545588586347,2.51,2.539
16233949,0.003094,0.002891436080815209,2.509,2.539
15325789,0.003096,0.002894013884156203,2.509,2.538
15764410,0.003101,0.0028987935611842967,2.508,2.538
16932006,0.003102,0.002900726913690042,2.508,2.537
5432507,0.003109,0.002906204745789655,2.507,2.537
5077710,0.00311,0.0029073862389876106,2.507,2.536
6627994,0.003116,0.002912004803306892,2.506,2.536
11202145,0.003118,0.0029140992685214497,2.506,2.535
14290543,0.003123,0.002918395607423107,2.505,2.535
11201465,0.003126,0.002920812298055289,2.505,2.534
6264675,0.00313,0.002924356777649156,2.504,2.534
8127179,0.003133,0.0029275253275891284,2.504,2.533
2797535,0.003137,0.0029305327648202883,2.503,2.533
8405854,0.003141,0.0029342920613592382,2.503,2.532
7332186,0.003145,0.0029378365409531053,2.502,2.532
11124125,0.003148,0.002941058795129348,2.502,2.531
8651898,0.003152,0.0029435828942340715,2.501,2.531
886129,0.003155,0.002947825528899458,2.501,2.53
2717278,0.003159,0.0029505107407129935,2.5,2.53
4620727,0.003163,0.0029546459669058385,2.5,2.529
9381690,0.003166,0.002957707108373269,2.499,2.529
12950211,0.003169,0.002961466404912219,2.499,2.528
17508981,0.003174,0.002966192377704042,2.498,2.528
10895427,0.003176,0.0029682868429185996,2.498,2.527
4243423,0.003181,0.0029733887453643176,2.497,2.527
14488188,0.003182,0.00297510728092498,2.497,2.526
16537149,0.003188,0.002980585113024593,2.496,2.526
11439447,0.003189,0.0029819814231676314,2.496,2.525
5950027,0.003196,0.002987566663739786,2.495,2.525
14600797,0.003197,0.0029888555654102827,2.495,2.524
77379,0.003203,0.0029940111720922714,2.494,2.524
7491966,0.003204,0.0029957297076529344,2.494,2.523
7214286,0.00321,0.0030012612439888177,2.493,2.523
10171270,0.003211,0.0030026575541318564,2.493,2.522
3580038,0.003218,0.0030087798370667176,2.492,2.522
625234,0.003218,0.0030095854006107784,2.492,2.521
3566211,0.003225,0.0030151169369466617,2.491,2.521
3370866,0.003226,0.0030165132470897004,2.491,2.52
12928624,0.003232,0.0030234410935686224,2.491,2.519
16801410,0.003233,0.003024139248640142,2.49,2.519
285700,0.00324,0.0030299930103936494,2.489,2.519
12611437,0.00324,0.003030422644283815,2.489,2.518
4544760,0.003247,0.003037404194999008,2.489,2.517
13606042,0.003248,0.0030376727161803615,2.488,2.517
4834543,0.003255,0.003043365365225057,2.487,2.517
3550751,0.003256,0.0030444394499504713,2.487,2.516
14761069,0.003263,0.0030501858032314375,2.486,2.516
16098473,0.003264,0.003051421000665664,2.486,2.515
7086826,0.00327,0.003057758100545608,2.485,2.515
10012300,0.00327,0.0030584562556171275,2.485,2.514
4247146,0.003277,0.003065491510568591,2.485,2.513
2426367,0.003278,0.0030661896656401103,2.484,2.513
11200846,0.003285,0.003072580469756325,2.483,2.512
6419858,0.003292,0.0030796694289440592,2.483,2.511
515240,0.003293,0.003079937950125413,2.482,2.511
4633933,0.0033,0.0030863287542416276,2.481,2.511
15015031,0.0033,0.0030867583881317934,2.481,2.51
11823312,0.003307,0.0030939010515557983,2.481,2.509
12619719,0.003308,0.0030948140235724005,2.48,2.509
1689855,0.003313,0.0031009900107435324,2.48,2.508
7408472,0.003316,0.003103299292903173,2.479,2.508
3399770,0.003321,0.003108186378403808,2.479,2.507
13521977,0.003323,0.003110388252090907,2.478,2.507
7085663,0.003328,0.003115329041827813,2.478,2.506
15150317,0.003331,0.003117530915514912,2.477,2.506
4872633,0.003336,0.0031225254094880885,2.477,2.505
15261679,0.003339,0.0031247272831751876,2.476,2.505
3703330,0.003344,0.003129721777148364,2.476,2.504
14101237,0.003346,0.0031313329042364857,2.475,2.504
9829666,0.003351,0.0031369181448086397,2.475,2.503
11619697,0.003354,0.0031393348354408217,2.474,2.503
14743226,0.003358,0.003144168216705186,2.474,2.502
5250034,0.003362,0.0031469071327549923,2.473,2.502
9778931,0.003366,0.0031514182886017324,2.473,2.501
17820736,0.003369,0.0031534053453437486,2.472,2.501
13102669,0.003373,0.0031586683604982787,2.472,2.5
18354102,0.003377,0.003161998023147063,2.471,2.5
14323002,0.00338,0.0031659721366310957,2.471,2.499
13596367,0.003385,0.00317005365858767,2.47,2.499
13456099,0.003387,0.003173222208527642,2.47,2.498
5543855,0.003393,0.0031781092940282767,2.469,2.498
3739703,0.003395,0.00318057968889673,2.469,2.497
18100889,0.003401,0.003186111225232613,2.468,2.497
12828808,0.003402,0.003187883465029547,2.468,2.496
8609000,0.003409,0.003192877959002723,2.467,2.496
11186127,0.003411,0.0031952409453986346,2.467,2.495
2272149,0.003416,0.003199805805481645,2.466,2.495
6649735,0.003419,0.0032025984257677224,2.466,2.494
392370,0.003424,0.0032073781027958156,2.465,2.494
3710206,0.003427,0.003210009610373081,2.465,2.493
785694,0.003432,0.0032144670619835497,2.464,2.493
7191877,0.003435,0.003217367090742168,2.464,2.492
4092885,0.00344,0.003221556021171284,2.463,2.492
13814909,0.003443,0.0032248319795837974,2.463,2.491
12014005,0.003448,0.003229611656611891,2.462,2.491
12324006,0.00345,0.003232243164189156,2.462,2.49
9170855,0.003456,0.0032378284047613103,2.461,2.49
13790232,0.003458,0.003239708053030785,2.461,2.489
10984295,0.003464,0.0032445414342951494,2.46,2.489
514653,0.003466,0.0032471729418724143,2.46,2.488
891382,0.003472,0.003251737801955425,2.459,2.488
12592801,0.003474,0.0032546378307140435,2.459,2.487
11356712,0.00348,0.0032601693670499267,2.458,2.487
9305987,0.003482,0.0032621564237919434,2.458,2.486
6538792,0.003488,0.0032666675796386834,2.457,2.486
6453414,0.003491,0.0032696750168698433,2.457,2.485
8378661,0.003496,0.0032741324684803126,2.456,2.485
4628477,0.003499,0.003277193609947743,2.456,2.484
11880081,0.003504,0.003281543653085671,2.455,2.484
15883989,0.003507,0.003284765907261914,2.455,2.483
3978810,0.003512,0.0032885789080371345,2.454,2.483
16383540,0.003516,0.003292338204576084,2.454,2.482
3864918,0.00352,0.0032955067545160565,2.453,2.482
14128871,0.003525,0.0032999105018902547,2.453,2.481
11814124,0.003528,0.0033026494179400614,2.452,2.481
16820349,0.003533,0.003307536503440696,2.452,2.48
10136276,0.003536,0.0033095772644189834,2.451,2.48
10895426,0.003541,0.0033151625049911374,2.451,2.479
9404156,0.003545,0.0033179551252772144,2.45,2.479
7284778,0.003551,0.0033227885065415788,2.45,2.478
10283764,0.003553,0.0033239699997395346,2.449,2.478
8039091,0.003558,0.003330468212328291,2.449,2.477
2130231,0.003561,0.0033323478605977656,2.448,2.477
17851270,0.003567,0.003338147918115003,2.448,2.476
18584363,0.003569,0.0033402423833295606,2.447,2.476
9097772,0.003575,0.003345827623901715,2.447,2.475
12220236,0.003577,0.003347492455226107,2.446,2.475
7472014,0.003583,0.0033535610339246974,2.446,2.474
8722592,0.003586,0.0033558703160843383,2.445,2.474
7087071,0.00359,0.00336129444394768,2.445,2.473
10530405,0.003594,0.0033646241065964644,2.444,2.473
3086689,0.003599,0.003369027853970663,2.444,2.472
14118595,0.003602,0.0033717667700204693,2.443,2.472
5679823,0.003606,0.0033767612639936458,2.443,2.471
9061604,0.00361,0.0033805205605325957,2.442,2.471
8381889,0.003614,0.0033845483782528993,2.442,2.47
13901221,0.003619,0.0033886299002094736,2.441,2.47
14220727,0.003622,0.003392389196748423,2.441,2.469
3803853,0.003627,0.0033960410848148316,2.44,2.469
10452031,0.003631,0.0034001763110076766,2.44,2.468
6988164,0.003635,0.00340345226942019,2.439,2.468
18539108,0.003639,0.003408017129503201,2.439,2.467
2582109,0.003644,0.0034124208768773995,2.438,2.467
11246598,0.003647,0.003415911652234996,2.438,2.466
8096573,0.003652,0.0034219802309335863,2.437,2.466
3779813,0.003653,0.00342375247073052,2.437,2.465
518866,0.003661,0.0034307340214457128,2.436,2.465
4073460,0.003661,0.0034316469934623146,2.436,2.464
4108961,0.003669,0.003438735952650049,2.435,2.464
12071497,0.003669,0.0034395415161941095,2.435,2.463
17927342,0.003677,0.0034474897431621752,2.435,2.462
7105696,0.003678,0.0034481878982336946,2.434,2.462
7083277,0.003684,0.003455437970130241,2.434,2.461
15629912,0.003686,0.0034567805760370085,2.433,2.461
10149301,0.003693,0.0034633861970983066,2.433,2.46
12303962,0.003695,0.0034652658453677813,2.432,2.46
8573062,0.0037,0.0034713881283026425,2.432,2.459
10021569,0.003703,0.0034736437062260128,2.431,2.459
14220822,0.003709,0.003479390059506979,2.431,2.458
18280231,0.003712,0.003482021567084244,2.43,2.458
1722185,0.003718,0.0034873919907113153,2.43,2.457
1214548,0.00372,0.003488627188145542,2.429,2.457
2676139,0.003726,0.0034954476261519225,2.429,2.456
18133360,0.003729,0.003497595795602751,2.428,2.456
16547210,0.003735,0.003503503261592529,2.428,2.455
18205544,0.003737,0.003504845867499297,2.427,2.455
5751899,0.003742,0.003511612601269407,2.427,2.454
5947677,0.003746,0.003514942263918191,2.426,2.454
17470975,0.00375,0.003519668236710014,2.426,2.453
11246976,0.003755,0.003524018279847942,2.425,2.453
8451394,0.003758,0.003527777576386892,2.425,2.452
14636609,0.003763,0.0035326646618875266,2.424,2.452
7758042,0.003767,0.00353594062030004,2.424,2.451
14269195,0.003772,0.0035413647481633823,2.423,2.451
3228795,0.003774,0.0035441036642131886,2.423,2.45
280501,0.003781,0.0035497426090216134,2.422,2.45
15100909,0.003783,0.003552266708126337,2.422,2.449
15039266,0.003789,0.003558442695297469,2.421,2.449
11065678,0.003791,0.0035604297520394853,2.421,2.448
9365258,0.003798,0.003566390922265535,2.42,2.448
13997852,0.0038,0.0035686465001889046,2.42,2.447
12463139,0.003807,0.003574929895832578,2.419,2.447
14807402,0.003808,0.003576863248338324,2.419,2.446
2792310,0.003816,0.003583415165163351,2.418,2.446
9440421,0.003817,0.003585133700724014,2.418,2.445
10954454,0.003824,0.0035915782090764994,2.417,2.445
17239914,0.003825,0.0035934041531097034,2.417,2.444
12676533,0.003833,0.0035994190275720236,2.416,2.444
1093416,0.003834,0.0036016746054953934,2.416,2.443
13635269,0.003842,0.003609032085864481,2.415,2.443
13959205,0.003842,0.0036099450578810834,2.415,2.442
7497101,0.00385,0.0036182692145030437,2.415,2.441
6005598,0.003851,0.0036196118204098117,2.414,2.441
10832615,0.003858,0.003626647075361275,2.414,2.44
2921760,0.00386,0.003628043385504314,2.413,2.44
854377,0.003867,0.003634971231983236,2.413,2.439
3301684,0.003869,0.0036366897675438985,2.412,2.439
134001,0.003877,0.003643349092841467,2.412,2.438
13379254,0.003878,0.0036439935436767155,2.411,2.438
14950184,0.003886,0.003651189911336991,2.41,2.438
6369876,0.003886,0.003651780657935969,2.41,2.437
2535731,0.003895,0.0036594066594864104,2.409,2.437
5250967,0.003895,0.003660212223030471,2.409,2.436
1736612,0.003904,0.0036685363796524315,2.408,2.436
10410559,0.003904,0.003668643788124973,2.408,2.435
6663672,0.003913,0.0036765920150930386,2.407,2.435
13044907,0.003913,0.003677075353219475,2.407,2.434
12486221,0.003921,0.0036855606225502475,2.407,2.433
18264580,0.003922,0.003685829143731601,2.406,2.433
2698990,0.00393,0.0036940458918810204,2.406,2.432
6775440,0.003931,0.003694475525771186,2.405,2.432
18049544,0.003939,0.003702584865448064,2.405,2.431
1095348,0.003941,0.0037036052459372072,2.404,2.431
8420072,0.003949,0.003711123839015107,2.404,2.43
5014206,0.00395,0.00371133865596019,2.403,2.43
10015926,0.003959,0.0037196628125821508,2.402,2.429
16047175,0.003967,0.0037282554903854646,2.402,2.428
7314724,0.003968,0.003728362898858006,2.401,2.428
4461988,0.003977,0.0037358277876996353,2.4,2.428
14438726,0.003978,0.003736848168188779,2.4,2.427
11949307,0.003986,0.003742648225706016,2.399,2.427
1747901,0.003989,0.0037454408459920933,2.399,2.426
1256317,0.003995,0.0037503816357289986,2.398,2.426
6351035,0.003998,0.003754087228031678,2.398,2.425
7084023,0.004005,0.0037598335813126445,2.397,2.425
12203938,0.004008,0.003762733610071263,2.397,2.424
12322795,0.004014,0.0037683725548796876,2.396,2.424
5125235,0.004017,0.0037713799921108475,2.396,2.423
5202758,0.004023,0.003777126345391814,2.395,2.423
13897935,0.004025,0.0037800800783867033,2.395,2.422
10177626,0.004032,0.003785235685068692,2.394,2.422
21290,0.004035,0.0037888338688988298,2.394,2.421
8267124,0.004042,0.0037950098560699617,2.393,2.421
461603,0.004044,0.003797533955174685,2.393,2.42
14414662,0.004051,0.0038047303228349607,2.392,2.42
12914217,0.004052,0.0038062877456868116,2.392,2.419
9462511,0.00406,0.003813108183693192,2.391,2.419
8416621,0.004062,0.0038150952404352083,2.391,2.418
7659867,0.00407,0.0038227212419856497,2.39,2.418
13118008,0.00407,0.003823849030947335,2.39,2.417
18616637,0.004079,0.0038317972579154,2.389,2.417
15224322,0.00408,0.0038327102299320023,2.389,2.416
16056581,0.004088,0.003839852893356007,2.388,2.416
11967173,0.004089,0.0038415177246803995,2.388,2.415
13518876,0.004098,0.0038489826135220287,2.387,2.415
16760535,0.004099,0.003850378923665067,2.387,2.414
8563647,0.004107,0.0038576289955616133,2.386,2.414
2948110,0.004109,0.003859240122649735,2.386,2.413
15920778,0.004117,0.0038660605606561154,2.385,2.413
11373055,0.004118,0.003868155025870673,2.385,2.412
9959051,0.004126,0.003874868055404512,2.384,2.412
11730943,0.004128,0.0038770699290916117,2.384,2.411
17972902,0.004136,0.003883407028971556,2.383,2.411
7179546,0.004138,0.00388598483231255,2.383,2.41
11149812,0.004145,0.00389199970677487,2.382,2.41
4104062,0.004148,0.0038949534397697593,2.382,2.409
1410973,0.004155,0.0039006460888144547,2.381,2.409
2422758,0.004158,0.003903922047226968,2.381,2.408
6081951,0.004164,0.003908916541200145,2.38,2.408
10341012,0.004168,0.003912944358920448,2.38,2.407
1855263,0.004174,0.003917079585113293,2.379,2.407
18357245,0.004179,0.003921966670613928,2.379,2.406
16956314,0.004184,0.003925242629026442,2.378,2.406
10790996,0.004189,0.003930988982307408,2.378,2.405
5644866,0.004193,0.003933942715302297,2.377,2.405
2615220,0.004199,0.003940064998237159,2.377,2.404
470673,0.004203,0.0039436094778310254,2.376,2.404
7337758,0.004209,0.003949141014166909,2.376,2.403
10539036,0.004213,0.003952416972579423,2.375,2.403
16942298,0.004219,0.00395827073433293,2.375,2.402
5199507,0.004222,0.003960418903783759,2.374,2.402
9316614,0.00423,0.003967346750262681,2.374,2.401
7289483,0.004232,0.003968635651933178,2.373,2.401
3076355,0.00424,0.003976530174664972,2.373,2.4
15874492,0.004242,0.00397787278057174,2.372,2.4
5963387,0.00425,0.003985659894830994,2.372,2.399
7366202,0.004252,0.0039865191626113254,2.371,2.399
11301348,0.004261,0.003994037755689225,2.37,2.399
415465,0.004261,0.003994897023469557,2.37,2.398
18364206,0.004271,0.004002737841965081,2.369,2.398
17370685,0.004272,0.004004080447871849,2.369,2.397
2641670,0.004281,0.004011760153658561,2.368,2.397
8537127,0.004283,0.004013317576510411,2.368,2.396
2793941,0.004291,0.004020460239934416,2.367,2.396
1116635,0.004293,0.004022554705148974,2.367,2.395
15017977,0.004301,0.004028784396556377,2.366,2.395
3783697,0.004305,0.004031845538023808,2.366,2.394
12123938,0.004311,0.004037430778595962,2.365,2.394
6424889,0.004314,0.004041136370898641,2.365,2.393
8567896,0.004321,0.004046506794525713,2.364,2.393
6319346,0.004325,0.004050427203773474,2.364,2.392
5416893,0.004331,0.004055958740109358,2.363,2.392
18579773,0.004334,0.004059771740884579,2.363,2.391
12334716,0.004341,0.004066269953473335,2.362,2.391
1445441,0.004343,0.004069116277995683,2.362,2.39
14996482,0.004351,0.004076044124474605,2.361,2.39
17572870,0.004353,0.004078514519343057,2.361,2.389
7086355,0.004361,0.0040842608726240235,2.36,2.389
15408291,0.004364,0.0040879127606904325,2.36,2.388
1647126,0.004371,0.00409301466313615,2.359,2.388
381788,0.004376,0.004097364706274078,2.359,2.387
15651425,0.004381,0.004101714749412006,2.358,2.387
11200248,0.004386,0.004106816651857723,2.358,2.386
6272665,0.004391,0.004110737061105486,2.357,2.386
2313272,0.004397,0.004116268597441369,2.357,2.385
13230370,0.004401,0.00411938344314507,2.356,2.385
6341357,0.004407,0.004125774247261286,2.356,2.384
1270649,0.004411,0.004128942797201257,2.355,2.384
9657551,0.004418,0.004135279897081201,2.355,2.383
11138016,0.004421,0.004137642883477113,2.354,2.383
1669608,0.004428,0.004144785546901118,2.354,2.382
1691027,0.004431,0.004147094829060759,2.353,2.382
16277699,0.004439,0.004154344900957305,2.353,2.381
15818265,0.004442,0.004156493070408133,2.352,2.381
17323947,0.00445,0.004163904255013492,2.352,2.38
12036381,0.004452,0.0041654616778653425,2.351,2.38
18105149,0.00446,0.00417351731330595,2.351,2.379
11237848,0.004462,0.004174806214976447,2.35,2.379
11909292,0.00447,0.004183130371598408,2.35,2.378
7031679,0.004472,0.004185385949521777,2.349,2.378
6183301,0.004479,0.0041927971341271355,2.349,2.377
11329241,0.004483,0.0041958582755945665,2.348,2.377
15120816,0.00449,0.004202463896655864,2.348,2.376
11717651,0.004493,0.004204773178815505,2.347,2.376
11709475,0.004501,0.004212130659184593,2.347,2.375
14322668,0.004503,0.004213204743910006,2.346,2.375
8100639,0.004513,0.0042218511259495915,2.346,2.374
12112689,0.004514,0.004222871506438735,2.345,2.374
15154275,0.004524,0.004230819733406801,2.344,2.374
11891272,0.004525,0.004231571592714591,2.344,2.373
15523900,0.004535,0.004240432791699259,2.343,2.373
16725828,0.004536,0.00424134576371586,2.343,2.372
929604,0.004545,0.004249831033046633,2.342,2.372
5867361,0.004546,0.00425111993471713,2.342,2.371
7209454,0.004556,0.004260464471828235,2.341,2.371
16942359,0.004556,0.0042608941057184005,2.341,2.37
5622500,0.004566,0.004270184938593233,2.34,2.37
16645606,0.004566,0.0042707219809559405,2.34,2.369
737773,0.004577,0.004280120222303316,2.339,2.369
5830326,0.004577,0.004280603560429752,2.339,2.368
220881,0.004587,0.004289196238233066,2.338,2.368
14937962,0.004588,0.004290431435667293,2.338,2.367
10410507,0.004598,0.004299346338888231,2.337,2.367
4561818,0.004599,0.004300313015141104,2.337,2.366
15245566,0.004608,0.004308583467526794,2.336,2.366
3695994,0.004609,0.004310248298851186,2.336,2.365
10970231,0.004619,0.0043188409766545,2.335,2.365
16534966,0.00462,0.0043201835825612675,2.335,2.364
15523896,0.00463,0.0043284540349469575,2.334,2.364
7954221,0.004632,0.0043301725705076205,2.334,2.363
2516020,0.00464,0.004337798572058062,2.333,2.363
11799586,0.004642,0.004340107854217703,2.333,2.362
11202206,0.004651,0.004348324602367121,2.332,2.362
400529,0.004652,0.004350150546400326,2.332,2.361
419157,0.004662,0.004359011745384994,2.331,2.361
2896151,0.004663,0.004360139534346679,2.331,2.36
12079133,0.004672,0.0043674970147157665,2.33,2.36
3063345,0.004674,0.004370235930765572,2.33,2.359
1501448,0.004683,0.004378452678914992,2.329,2.359
6070543,0.004684,0.004380278622948196,2.329,2.358
2904553,0.004694,0.004389354638877947,2.328,2.358
14739285,0.004695,0.004390375019367091,2.328,2.357
15615455,0.004705,0.004398269542098885,2.327,2.357
11933790,0.004708,0.004400525120022255,2.327,2.356
7799819,0.004716,0.004407291853792365,2.326,2.356
8085861,0.00472,0.00441067522067742,2.326,2.355
7842934,0.004727,0.00441669009513974,2.325,2.355
8076930,0.004731,0.004420825321332584,2.325,2.354
12316705,0.004737,0.0044259809280145735,2.324,2.354
11383157,0.004742,0.00443102912622402,2.324,2.353
3395211,0.004748,0.004435755099015843,2.323,2.353
